144.74,9.76,40504400,7.61,0.041639999999999996,144.3591717,142.58,148.52
152.84,9.15,50423100,7.70,0.05175,146.171621,148.52,156.20
155.07,4.90,38410100,7.58,0.01798,149.1001843,156.20,159.01
158.40,4.65,35328500,7.55,0.0057799999999999995,154.5774943,159.01,159.93
161.00,11.45,55140900,7.74,0.031869999999999996,158.3822887,159.93,165.03
162.78,7.57,44728700,7.65,0.0235,161.3241833,165.03,168.91
168.99,8.29,51110200,7.71,0.04752,164.622569,168.91,176.93
176.67,5.91,43962400,7.64,-0.01836,170.28979,176.93,173.68
170.36,4.66,45293200,7.66,-0.03522,173.1750387,173.68,167.57
170.11,10.31,56496700,7.75,0.06405999999999999,172.728592,167.57,178.30
180.64,14.27,65516300,7.82,0.0759,173.1850383,178.30,191.84
188.27,6.75,49620400,7.70,0.00375,179.2353923,191.84,192.56
189.13,7.90,44953700,7.65,0.00301,187.564631,192.56,193.14
197.01,8.88,48953500,7.69,0.02479,192.5088703,193.14,197.92
194.62,12.23,54214200,7.73,0.02843,194.5378823,197.92,203.55
199.50,9.90,48861100,7.69,-0.05907,198.2027587,203.55,191.53
191.70,7.37,49801700,7.70,0.01957,197.666356,191.53,195.27
196.91,15.81,66047700,7.82,0.07197,196.783447,195.27,209.33
210.00,12.49,56427600,7.75,0.03658,198.7091623,209.33,216.98
210.00,9.56,42936600,7.63,-0.028050000000000002,207.1949973,216.98,210.90
208.06,7.84,45219700,7.66,-5.2E-4,212.4024457,210.90,210.79
213.82,11.09,66415000,7.82,0.051399999999999994,212.8888807,210.79,221.62
223.87,8.70,55965100,7.75,0.0014399999999999999,214.434784,221.62,221.94
226.06,9.00,52387600,7.72,0.00594,218.1163127,221.94,223.26
216.90,12.67,55073700,7.74,-0.047990000000000005,222.2742663,223.26,212.55
215.38,10.86,47491900,7.68,0.02459,219.2490893,212.55,217.77
215.78,16.83,67547400,7.83,0.054299999999999994,217.8597767,217.77,229.60
225.49,7.49,42057500,7.62,-0.00901,219.9720763,229.60,227.53
221.33,6.23,41202600,7.61,-0.03347,224.9662883,227.53,219.91
216.31,7.65,46588800,7.67,-0.02791,225.6792703,219.91,213.78
210.00,8.76,41001500,7.61,-0.03427,220.405192,213.78,206.45
207.07,6.83,51318400,7.71,0.00479,213.3786467,206.45,207.44
234.40,8.63,111799500,8.05,0.14021,209.2206827,207.44,236.52
232.25,5.27,58971600,7.77,-0.015969999999999998,216.8036347,236.52,232.75
236.70,4.26,45299400,7.66,0.00923,225.569331,232.75,234.89
233.72,6.19,45596300,7.66,-0.01213,234.721507,234.89,232.05
231.92,7.48,46002600,7.66,-0.02231,233.2288973,232.05,226.87
224.88,9.48,38941500,7.59,0.02714,231.269857,226.87,233.03
233.20,7.70,41239300,7.62,0.02471,230.6468357,233.03,238.78
238.91,7.61,43742900,7.64,-0.01406,232.8924053,238.78,235.42
236.00,8.84,51515400,7.71,-0.01113,235.744339,235.42,232.81
234.87,7.76,51357300,7.71,0.03835,235.670888,232.81,241.73
241.75,10.71,50125700,7.70,-0.03081,236.6540983,241.73,234.28
234.09,9.01,47486600,7.68,-0.020099999999999996,236.2742257,234.28,229.58
227.52,10.01,42189000,7.63,4.0E-5,235.1979013,229.58,229.59
234.96,7.59,47491000,7.68,0.04777,231.1491953,229.59,240.55
237.61,9.26,52448600,7.72,0.006860000000000001,233.2385253,240.55,242.20
240.27,16.94,58325300,7.77,0.054189999999999995,237.447174,242.20,255.33
